Timestamp(ms),Acc_X(g),Acc_Y(g),Acc_Z(g),Acc_Total(g),Gyro_X(deg/s),Gyro_Y(deg/s),Gyro_Z(deg/s),Pitch(deg),Roll(deg)
26210,1.0415,-0.0166,0.0425,1.0425,33.9024,3.9634,7.3171,-67.64,46.86
27740,0.9629,0.2808,0.1372,1.0123,-14.6951,24.6341,-14.2073,-74.25,72.53
27750,0.9736,0.2666,0.1567,1.0216,-11.0366,25.9756,-15.7317,-74.25,72.53
27760,0.9785,0.2261,0.1553,1.0162,-9.0854,26.4634,-17.1951,-73.83,71.13
27770,0.9634,0.2109,0.1440,0.9967,-9.8171,26.3415,-17.9268,-73.83,71.13
27780,0.9492,0.2642,0.1411,0.9953,-13.1098,26.5244,-18.7805,-73.73,69.50
27790,0.9692,0.2891,0.1240,1.0190,-16.3415,27.6829,-20.6098,-73.73,69.50
27800,0.9780,0.2969,0.1372,1.0313,-14.8171,29.8780,-21.7073,-73.31,69.08
27820,0.9604,0.2666,0.1660,1.0105,-3.9634,35.4268,-24.3293,-73.31,69.08
27830,0.9541,0.2441,0.1680,0.9991,-2.5000,37.2561,-25.4268,-72.80,68.27
27840,0.9707,0.2388,0.1772,1.0152,-2.0732,39.3902,-26.5244,-72.80,68.27
27850,0.9766,0.2480,0.1875,1.0249,0.7317,41.4634,-26.8902,-72.46,66.77
27860,0.9761,0.2539,0.2017,1.0285,5.1220,44.3293,-26.9512,-72.46,66.77
27870,0.9873,0.2544,0.2139,1.0417,7.8049,47.6220,-27.3171,-71.98,65.29
27880,0.9814,0.2515,0.2197,1.0367,6.7683,49.3902,-26.4024,-71.98,65.29
27890,0.9663,0.2422,0.2241,1.0211,3.5366,51.1585,-24.2073,-71.45,63.71
27900,0.9604,0.2378,0.2266,1.0151,-1.5854,52.9878,-22.0122,-71.45,63.71
27910,0.9629,0.2412,0.2173,1.0161,-8.2927,54.8781,-19.5732,-70.94,61.96
27920,0.9751,0.2446,0.2031,1.0256,-14.5122,57.8659,-16.4634,-70.94,61.96
27930,0.9966,0.2524,0.1826,1.0442,-20.7317,60.9146,-13.4756,-70.52,60.67
27940,1.0308,0.2524,0.1538,1.0723,-28.5976,62.7439,-10.5488,-70.52,60.67
27950,1.0718,0.2393,0.1138,1.1040,-38.5976,61.8293,-7.6220,-70.31,60.21
27960,1.1377,0.2271,0.0918,1.1638,-50.7317,55.7317,-4.4512,-70.31,60.21
27970,1.3281,0.1250,0.0308,1.3343,-64.5732,43.1707,-1.8902,-70.56,60.53
27980,1.4839,-0.0317,-0.1855,1.4958,-86.1585,17.2561,2.9878,-70.56,60.53
27990,1.2720,0.2104,-0.3521,1.3365,-119.2683,-23.2317,9.2073,-71.62,36.67
28000,1.0186,0.5815,-0.3188,1.2154,-129.3293,-40.9756,3.6585,-71.62,36.67
28010,1.0908,0.5483,-0.2036,1.2377,-112.6220,-38.2927,-2.8049,-70.52,43.71
28020,1.1025,0.4043,-0.0522,1.1755,-91.7073,-38.7195,-3.2927,-70.52,43.71
28030,1.0044,0.3340,0.0854,1.0619,-81.9512,-44.5122,-4.2073,-70.79,48.25
28040,0.9893,0.3013,0.1592,1.0463,-82.9268,-48.3537,-7.6829,-70.79,48.25
28050,1.0034,0.3315,0.1533,1.0678,-84.7561,-52.7439,-9.4512,-71.25,48.90
28060,0.9683,0.3955,0.0889,1.0497,-81.2195,-57.9268,-8.8415,-71.25,48.90
28070,0.9297,0.4668,0.0498,1.0415,-72.0732,-61.4024,-8.9634,-71.37,51.01
28080,0.9102,0.5405,0.0410,1.0594,-59.6341,-63.1707,-9.9390,-71.37,51.01
28090,0.8892,0.5791,0.0493,1.0623,-44.1463,-63.7195,-12.0122,-70.73,53.94
28100,0.8955,0.5767,0.0562,1.0666,-28.1098,-62.9878,-14.0244,-70.73,53.94
28110,0.9023,0.5601,0.0425,1.0629,-12.4390,-63.2317,-16.1585,-69.93,56.73
28120,0.8950,0.5244,-0.0112,1.0374,0.1220,-66.0366,-18.8415,-69.93,56.73
28130,0.8672,0.5293,-0.0229,1.0162,8.9024,-70.9756,-21.2195,-69.49,60.18
28140,0.8252,0.5522,-0.0254,0.9933,16.1585,-75.0610,-23.7195,-69.49,60.18
28150,0.8291,0.5464,-0.0244,0.9932,25.0610,-75.6707,-25.6098,-68.84,63.58
28160,0.8857,0.4951,-0.0088,1.0148,35.6707,-73.9024,-27.6829,-68.84,63.58
28170,0.9272,0.4458,0.0117,1.0289,46.4634,-72.3781,-29.3902,-68.70,66.64
28180,0.9683,0.4077,0.0264,1.0509,54.8781,-72.8659,-31.7683,-68.70,66.64
28190,1.0322,0.3892,0.0117,1.1032,57.8049,-75.1220,-35.7317,-69.20,69.10
28200,1.0801,0.4111,-0.0156,1.1558,56.2195,-81.2195,-39.5122,-69.20,69.10
28210,1.1099,0.4463,-0.0513,1.1973,53.2317,-89.4512,-42.4390,-69.92,71.91
28220,1.1064,0.5078,-0.0435,1.2182,58.8415,-93.5366,-44.0244,-69.92,71.91
28230,1.0405,0.5894,0.0347,1.1963,75.1829,-92.0122,-44.3293,-70.30,74.74
28240,0.9897,0.5908,0.1230,1.1592,92.4390,-87.3781,-45.8537,-70.30,74.74
28250,0.9819,0.5645,0.1646,1.1445,104.4512,-81.7073,-48.2317,-69.92,75.92
28260,0.9902,0.5693,0.1509,1.1522,109.7561,-80.0610,-50.1829,-69.92,75.92
28270,1.0107,0.6284,0.1060,1.1949,112.5610,-80.1829,-51.7683,-69.57,76.83
28280,0.9780,0.7378,0.0874,1.2282,122.3171,-76.5244,-52.2561,-69.57,76.83
28290,0.9282,0.7969,0.1230,1.2295,140.6098,-72.5610,-50.4878,-68.58,78.58
28300,0.8994,0.7749,0.1685,1.1991,166.3415,-61.5244,-49.0244,-68.58,78.58
28310,0.8701,0.7002,0.2246,1.1392,191.0366,-49.5732,-48.1707,-67.14,79.99
28330,0.6816,0.5952,0.3291,0.9629,221.4025,-24.5122,-49.8171,-67.14,79.99
28340,0.6401,0.5781,0.2998,0.9132,222.3171,-18.1098,-52.8659,-65.60,80.42
28350,0.5967,0.6216,0.2563,0.8989,222.1342,-15.4878,-54.7561,-65.60,80.42
28360,0.5454,0.6899,0.2114,0.9045,226.0976,-12.8659,-53.5366,-63.33,81.14
28370,0.5205,0.6929,0.1777,0.8846,237.9878,-11.7683,-53.0488,-60.71,82.73
28380,0.4771,0.5869,0.2578,0.7991,255.1829,-11.8902,-53.5366,-60.71,82.73
28390,0.5649,0.2642,0.1738,0.6474,264.6342,-14.6951,-55.6707,-60.85,82.50
28400,0.5142,-0.2539,0.5337,0.7834,264.0854,-23.3537,-51.1585,-60.85,82.50
28410,0.1880,-0.8105,1.0562,1.3445,276.7683,-10.6707,-35.1220,-55.66,72.99
28420,0.1318,-1.1348,2.3838,2.6434,269.9390,18.7195,-16.5244,-55.66,72.99
28430,0.9946,-1.3896,2.0146,2.6418,185.5488,21.3415,-0.6707,-52.12,63.90
28440,1.4331,-1.9897,-0.3940,2.4836,-103.2927,-22.9268,12.8049,-52.12,63.90
28450,1.7334,-0.6084,-0.7578,1.9872,-274.1464,-43.3537,-3.9024,-53.37,40.92
28460,1.5566,0.7754,-0.7275,1.8851,-207.8049,-80.3049,12.6220,-53.37,40.92
28470,1.2534,2.0298,-0.0928,2.3874,-65.0610,-79.3902,24.5732,-51.91,45.51
28480,2.7900,4.0596,0.5801,4.9599,81.5244,2.9878,-18.5976,-51.91,45.51
28490,2.6865,2.7441,0.8813,3.9401,177.8049,-7.9268,-16.1585,-51.09,49.78
28500,1.2349,-0.1387,-0.0215,1.2428,135.0610,-121.3415,2.1951,-51.09,49.78
28510,0.5327,-0.2930,-0.6045,0.8573,76.2195,-169.2073,20.3659,-51.09,49.78
28520,-0.2896,-0.0991,-0.8574,0.9104,17.9878,-136.8293,4.8171,-51.35,30.07
28530,0.2466,0.5674,-1.1182,1.2779,-23.1098,-106.0976,9.2073,-51.35,30.07
28540,0.6250,0.8589,-0.9126,1.4004,19.2683,-73.2317,8.0488,-48.28,42.16
28550,0.2812,0.3003,-0.6558,0.7741,61.5854,-38.3537,-6.5244,-48.28,42.16
28560,0.8008,-0.0791,-0.7104,1.0734,40.9146,-15.6707,-1.9512,-45.93,54.04
28570,0.9399,0.0342,-0.7261,1.1882,8.6585,17.5000,-4.1463,-45.93,54.04
28580,1.0391,0.4453,-0.6191,1.2889,-22.3171,40.6098,-8.1707,-46.40,66.45
28590,0.9170,0.6484,-0.6470,1.2961,-54.8171,55.0000,-11.0366,-46.40,66.45
28600,0.8330,0.7671,-0.6523,1.3069,-82.9878,73.8415,-16.9512,-45.77,72.80
28610,0.9131,0.7334,-0.6123,1.3216,-104.2683,103.5976,-28.1707,-45.77,72.80
28620,1.2100,0.6963,-0.5591,1.5038,-123.1098,137.6829,-46.5244,-44.63,77.57
28630,1.6641,0.8911,-0.5039,1.9537,-124.8171,163.9634,-60.5488,-44.53,80.64
28640,1.7896,1.0483,-0.2080,2.0844,-93.1098,180.8537,-61.2195,-44.53,80.64
28650,2.1182,1.0015,0.1655,2.3488,-52.2561,185.6707,-63.3537,-44.85,80.16
28660,2.2939,0.8633,0.5703,2.5165,-17.4390,186.5244,-40.7317,-44.85,80.16
28670,2.0801,0.2021,0.8120,2.2421,-26.0976,137.1342,-11.6463,-45.94,73.31
28680,1.4316,-0.2529,0.7368,1.6299,-73.2927,82.9878,-1.0366,-45.94,73.31
28690,1.3091,0.1802,0.2080,1.3377,-140.2439,37.3171,-10.5488,-48.82,68.81
28700,1.1919,0.9976,-0.3535,1.5940,-150.2439,-9.8171,-20.7317,-48.82,68.81
28710,0.9658,1.5107,-0.8486,1.9838,-54.3902,-25.0610,-42.6829,-47.08,73.37
28720,1.0845,1.5376,-1.6816,2.5235,31.3415,-47.7439,-90.4878,-47.08,73.37
28730,0.8843,1.7847,-1.9067,2.7573,85.3659,-77.9268,-143.1098,-44.94,80.49
28740,0.7607,1.8623,-1.3350,2.4143,209.3902,-62.7439,-169.6342,-44.94,80.49
28750,0.9863,1.3872,-0.4829,1.7693,381.4024,-16.9512,-176.7073,-43.99,86.79
28760,1.4141,0.4336,0.1099,1.4831,481.7073,14.9390,-189.8171,-43.99,86.79
28770,1.8540,-0.4277,0.2476,1.9187,461.1585,6.2195,-200.4878,-47.04,76.27
28780,1.9102,-0.6924,0.4360,2.0780,360.7927,-55.0610,-196.7683,-47.04,76.27
28790,1.5234,-0.5708,0.4248,1.6814,217.1951,-147.9268,-186.8902,-50.17,65.26
28800,1.0547,-0.2168,0.2979,1.1172,103.6585,-208.8415,-186.5244,-50.17,65.26
28810,0.7905,0.1738,0.1606,0.8252,61.5854,-213.1707,-201.7683,-54.40,64.02
28820,0.7241,0.4175,0.0820,0.8399,66.1585,-188.6585,-218.8415,-54.40,64.02
28830,0.7627,0.5469,0.0449,0.9396,90.2439,-162.9878,-227.5000,-55.85,66.96
28840,0.8730,0.5581,0.0337,1.0367,117.3171,-143.8415,-232.3781,-55.85,66.96
28850,0.9990,0.4727,0.0312,1.1056,140.7317,-129.4512,-235.4878,-57.90,70.15
28860,1.1089,0.3950,0.0083,1.1772,156.1585,-121.5244,-237.0122,-57.90,70.15
28870,1.1982,0.3237,-0.0073,1.2412,161.2195,-119.4512,-235.7317,-60.67,73.72
28880,1.2314,0.2793,0.0020,1.2627,167.1342,-114.2683,-229.3902,-60.67,73.72
28890,1.2495,0.1982,-0.0112,1.2652,178.8415,-101.4634,-219.7561,-63.61,77.28
28900,1.1616,-0.0083,-0.0596,1.1632,192.1951,-89.3902,-203.8415,-63.61,77.28
28910,0.8618,-0.2593,-0.0918,0.9046,207.2561,-71.3415,-180.5488,-65.12,60.47
28920,0.5420,-0.5679,-0.0972,0.7910,214.5732,-43.1707,-153.9024,-65.12,60.47
28930,0.2466,-0.9106,-0.0439,0.9445,203.7805,-10.5488,-124.3902,-60.22,46.98
28940,-0.0537,-1.1899,0.0200,1.1913,176.4634,26.7073,-95.7927,-60.22,46.98
28950,-0.3364,-1.3232,0.0835,1.3679,130.9756,68.4756,-70.0610,-52.16,34.82
28960,-0.4512,-1.3271,0.0850,1.4043,72.3171,113.4756,-48.7805,-52.16,34.82
28970,-0.3184,-1.2036,-0.0542,1.2462,4.3902,149.7561,-29.2073,-44.11,22.12
28980,-0.0854,-0.8545,-0.1616,0.8738,-58.3537,170.4878,-4.2073,-44.11,22.12
28990,0.0171,-0.4429,-0.1001,0.4544,-90.6098,191.2195,24.0244,-38.20,8.82
29000,0.0918,-0.1753,0.0527,0.2048,-88.5366,224.2073,52.0732,-38.20,8.82
29010,0.2261,-0.1597,0.1582,0.3188,-71.5854,256.9512,78.7195,-36.58,2.77
29020,0.3691,-0.2905,0.2305,0.5232,-61.6463,277.1342,103.2927,-36.58,2.77
29030,0.5088,-0.3838,0.2612,0.6888,-68.3537,289.0244,122.8049,-35.08,-3.70
29040,0.6772,-0.2896,0.2075,0.7652,-90.0610,295.4268,137.4390,-35.08,-3.70
29050,0.8101,-0.1006,0.0649,0.8189,-109.4512,292.9878,150.7927,-37.10,-10.03
29060,0.8589,0.1763,0.0127,0.8769,-115.1829,287.1951,162.3171,-37.10,-10.03
29070,0.9429,0.4243,-0.1294,1.0420,-107.1951,284.9390,166.4634,-37.30,0.70
29080,0.9985,0.6826,-0.3691,1.2646,-97.8659,278.0488,164.8171,-37.30,0.70
29090,0.9541,0.9175,-0.6729,1.4849,-95.7317,259.6951,160.7927,-35.23,12.40
29100,0.8481,1.0371,-1.0029,1.6736,-89.7561,237.8659,159.0854,-35.23,12.40
29110,0.6748,1.1958,-1.2432,1.8522,-63.2317,231.8293,156.2805,-31.76,24.20
29120,0.5586,1.3604,-1.5337,2.1248,-25.9756,229.7561,151.4634,-31.76,24.20
29130,0.4468,1.3042,-1.3594,1.9361,16.7073,215.4268,144.5122,-27.98,35.55
29140,0.4624,0.9990,-1.2642,1.6763,77.2561,220.0610,136.9512,-27.98,35.55
29150,0.8145,0.6255,-1.3267,1.6777,114.3902,225.1829,113.5976,-26.06,48.50
29160,1.0781,0.6367,-1.3403,1.8342,37.2561,124.0854,69.2683,-26.06,48.50
29170,0.7437,0.9897,-1.2275,1.7434,8.9634,60.7317,53.8415,-25.43,57.84
29180,0.3521,1.2466,-1.1152,1.7093,33.6585,21.9512,30.0610,-25.43,57.84
29190,-0.0337,1.3008,-0.8618,1.5607,86.2805,9.4512,5.3659,-22.68,65.19
29200,-0.0796,1.2114,-1.3828,1.8401,144.0244,14.2683,-13.8415,-22.68,65.19
29210,0.9258,0.1895,-5.3101,5.3935,-46.0976,-152.5610,-59.6951,-22.77,76.05
29220,-0.3999,2.5889,-1.6079,3.0737,-233.2927,-229.5122,-153.6585,-22.77,76.05
29230,1.0591,3.4624,0.8906,3.7287,-46.9512,-20.6098,-174.6951,-22.33,75.58
29240,0.5176,2.8594,1.4551,3.2498,535.9756,158.7195,-37.1951,-22.33,75.58
29250,1.7451,0.2607,-0.1353,1.7697,718.1098,206.7683,49.1463,-26.28,86.23
29260,4.1548,-3.8564,-0.3232,5.6779,494.2683,107.9268,21.3415,-26.28,86.23
29270,3.7754,-0.1699,1.2563,3.9826,276.7683,167.5000,-42.4390,-29.29,79.32
29280,3.1304,2.7842,0.6646,4.2418,45.0610,46.5244,-50.9146,-29.29,79.32
29290,2.1353,2.2573,0.2119,3.1144,-89.0854,-100.9146,3.9634,-31.60,79.05
29300,1.4492,1.1553,-0.3706,1.8900,-147.8049,-160.3659,60.8537,-31.60,79.05
29310,1.3066,0.5356,-0.8882,1.6683,-162.6829,-158.9634,57.4390,-35.02,84.57
29320,1.3247,0.5337,-0.8687,1.6716,-129.2073,-77.5000,12.5610,-35.02,84.57
29330,1.9424,0.5601,-0.5288,2.0895,-63.5366,22.3171,-25.7317,-38.16,88.88
29340,2.4438,0.0986,-0.1021,2.4480,-4.6341,77.1951,-33.7805,-38.16,88.88
29350,2.1997,-0.1260,0.3994,2.2392,-12.9268,71.4634,-15.0000,-41.62,78.13
29360,1.6938,-0.1973,0.7920,1.8802,-86.1585,35.9146,-4.5122,-41.62,78.13
29370,1.3667,0.0073,0.9541,1.6668,-174.0244,2.8659,-19.7561,-42.94,68.79
29380,1.2197,0.2837,0.7217,1.4453,-227.0122,-31.5244,-29.3902,-42.94,68.79
29390,1.2095,0.3896,0.2930,1.3040,-235.9146,-60.0610,-30.3659,-45.99,65.09
29400,1.2500,0.5244,-0.2734,1.3829,-208.5366,-90.4878,-28.8415,-45.99,65.09
29410,0.9292,0.6094,-0.5620,1.2452,-116.6463,-99.8781,-31.5244,-47.12,70.80
29420,0.7573,0.3950,-0.5918,1.0391,3.5976,-80.1220,-51.8902,-47.12,70.80
29430,1.0728,0.0947,-0.7627,1.3197,59.2073,-81.8293,-78.6585,-48.58,81.55
29440,1.1445,0.1914,-0.8828,1.4581,56.1585,-109.8171,-94.8171,-48.58,81.55
29450,1.0225,0.5439,-0.9395,1.4913,26.8293,-160.0610,-103.7195,-49.49,88.63
29460,0.5815,0.6475,-0.5181,1.0128,23.5976,-204.2683,-88.7195,-49.49,88.63
29470,0.5132,0.3682,-0.1489,0.6489,65.7317,-180.6098,-82.0732,-51.39,91.56
29480,0.8716,0.1138,0.1699,0.8952,83.7195,-145.0000,-96.9512,-51.39,91.56
29490,1.1968,-0.1606,0.3452,1.2559,64.6341,-150.9146,-106.8293,-54.85,80.49
29500,1.2114,-0.2510,0.5884,1.3699,22.1951,-193.5366,-105.0610,-54.85,80.49
29510,1.0107,-0.2124,0.7544,1.2790,-22.0732,-237.3171,-105.9146,-56.72,70.67
29520,0.8394,-0.1094,0.6362,1.0589,-57.6220,-255.1829,-113.4756,-56.72,70.67
29530,0.8076,0.1152,0.5083,0.9612,-76.3415,-252.8659,-124.4512,-59.04,64.19
29540,0.8018,0.3154,0.4238,0.9602,-76.9512,-248.1707,-131.3415,-59.04,64.19
29550,0.7666,0.4038,0.3374,0.9298,-67.1951,-245.8537,-133.5366,-60.90,62.18
29560,0.7461,0.4561,0.2837,0.9193,-53.5976,-237.6220,-133.8415,-60.90,62.18
29570,0.7988,0.5117,0.2451,0.9798,-38.9634,-225.3049,-133.7805,-62.30,62.05
29580,0.9482,0.5498,0.0728,1.0985,-26.1585,-210.8537,-134.8171,-62.30,62.05
29590,1.0542,0.6445,-0.1309,1.2425,-17.5000,-196.4025,-134.6342,-63.64,65.84
29600,1.0581,0.7275,-0.2383,1.3060,-1.5854,-178.1098,-124.0244,-63.64,65.84
29610,0.9658,0.7119,-0.2739,1.2307,24.8171,-148.9634,-102.9268,-63.79,70.58
29620,0.7939,0.5850,-0.2266,1.0119,58.0488,-109.1463,-77.1951,-63.79,70.58
29630,0.6064,0.3071,-0.1436,0.6948,89.2073,-62.5610,-52.5610,-64.05,75.83
29640,0.4741,-0.0386,-0.1196,0.4905,104.3293,-21.4024,-25.0000,-64.05,75.83
29650,0.3589,-0.2725,-0.1362,0.4707,92.8049,7.8659,3.6585,-62.54,57.43
29660,0.2524,-0.3813,-0.1953,0.4973,58.5976,31.2805,28.5976,-62.54,57.43
29670,0.1689,-0.3975,-0.2480,0.4980,13.2317,54.5732,51.1585,-57.78,39.61
29680,0.1089,-0.2852,-0.2861,0.4184,-27.9268,81.4634,74.6341,-57.78,39.61
29690,0.0522,-0.0708,-0.3027,0.3153,-55.4268,109.5732,97.9268,-51.97,18.46
29700,0.0137,0.1421,-0.2935,0.3263,-64.4512,139.4512,119.5122,-51.97,18.46
29710,0.0688,0.2900,-0.2710,0.4029,-54.5122,174.1463,139.7561,-46.19,29.43
29720,0.2349,0.3428,-0.2075,0.4645,-33.8415,210.1829,158.6585,-46.19,29.43
29730,0.4009,0.2241,-0.1338,0.4784,-11.8293,241.4634,177.1951,-45.09,38.47
29740,0.4980,0.0312,-0.0337,0.5002,-2.8049,266.2195,192.4390,-45.09,38.47
29750,0.6333,-0.1113,0.0049,0.6430,-13.1707,284.7561,201.4634,-46.02,25.75
29760,0.8472,-0.1821,-0.0928,0.8715,-39.8780,288.5976,204.1463,-46.02,25.75
29770,0.9673,-0.1069,-0.2148,0.9966,-66.5244,273.9024,206.3415,-46.56,7.22
29780,0.9043,0.0718,-0.3857,0.9857,-87.4390,250.8537,207.5610,-46.56,7.22
29790,0.8296,0.2759,-0.5342,1.0245,-106.3415,229.6951,203.7195,-45.24,20.81
29800,0.7744,0.5156,-0.6519,1.1360,-118.8415,215.4878,192.4390,-45.24,20.81
29810,0.7129,0.7236,-0.7842,1.2833,-125.4878,208.1707,172.0122,-42.22,31.33
29820,0.5620,0.8574,-0.9175,1.3758,-129.2683,198.8415,157.0122,-42.22,31.33
29830,0.3872,0.9546,-1.0220,1.4511,-128.9024,188.6585,151.6463,-37.85,40.73
29840,0.3584,1.1299,-1.1904,1.6799,-130.4268,181.5854,145.1829,-37.85,40.73
29850,0.5225,1.3062,-1.3779,1.9692,-137.2561,163.4756,135.6098,-34.13,49.08
29860,0.6416,1.4229,-1.5308,2.1862,-131.7073,132.6219,134.2683,-34.13,49.08
29870,0.5347,1.5210,-1.4849,2.1918,-82.0122,111.3415,144.2073,-31.13,56.86
29880,0.3174,1.5034,-1.2651,1.9904,7.9268,115.3659,147.1342,-31.13,56.86
29890,0.2349,1.2246,-0.9097,1.5435,95.4878,125.1220,128.5366,-27.76,64.70
29900,0.3511,0.8633,-0.4492,1.0346,155.0000,130.3049,95.5488,-27.76,64.70
29910,0.4326,0.5054,-0.4482,0.8022,155.7927,111.4634,63.1707,-27.25,72.79
29920,0.4956,0.2998,-0.7500,0.9476,70.7317,49.5732,33.6585,-27.25,72.79
29930,0.3203,0.5674,-1.0288,1.2178,-28.4146,-31.5854,8.7195,-26.33,80.36
29940,0.8145,0.8862,-2.9858,3.2193,-110.1829,-116.7683,-18.5976,-26.33,80.36
29950,1.2466,0.7891,-6.1372,6.3120,-338.5976,-347.4390,-128.5366,-27.97,86.55
29960,2.0483,2.8179,-0.5786,3.5314,-338.1707,-231.5244,-236.8902,-27.97,86.55
29970,5.4849,4.2124,2.0308,7.2078,138.9634,120.4268,-265.8537,-29.04,85.57
29980,2.1050,5.4072,2.2188,6.2122,770.6708,336.4634,-110.9756,-29.04,85.57
29990,1.8403,-1.5166,0.1895,2.3922,517.3171,-191.4025,135.6707,-32.89,73.38
30000,0.2148,-0.6587,0.3892,0.7947,190.1219,-334.4512,125.9756,-32.89,73.38
30010,0.5747,-1.3940,-0.4546,1.5749,-98.5976,-279.3293,32.9268,-34.25,54.35
30020,1.1426,-0.6118,-1.1533,1.7349,-261.0976,-198.9025,-59.2683,-34.25,54.35
30030,1.0879,0.3862,-1.4062,1.8194,-250.9146,-197.7439,-60.3659,-36.28,63.12
30040,0.3374,0.8032,-1.3687,1.6224,-137.0122,-173.9025,-23.6585,-36.28,63.12
30050,0.1807,0.6680,-1.0713,1.2753,-51.8902,-77.7439,-33.5976,-34.17,71.15
30060,1.1377,0.7725,-0.6660,1.5279,-14.5122,24.0854,-63.1707,-34.17,71.15
30070,1.7681,0.8755,-0.4004,2.0132,14.8780,55.6707,-62.5000,-36.39,75.62
30080,1.8911,0.7290,-0.2212,2.0388,23.4146,57.6829,-56.6463,-36.39,75.62
30090,1.7827,0.5942,0.0781,1.8808,15.9146,54.0244,-50.4268,-39.41,76.46
30100,1.6558,0.5181,0.2261,1.7496,-10.3049,41.5854,-29.8171,-39.41,76.46
30110,1.3608,0.3940,0.3218,1.4528,-52.5000,18.9024,-15.9146,-42.25,73.41
30120,1.1226,0.3994,0.2939,1.2272,-98.7195,0.3049,-18.1098,-42.25,73.41
30130,1.1616,0.4517,0.2427,1.2697,-128.4146,-9.3293,-28.7195,-44.72,71.09
30140,1.3286,0.4282,0.0698,1.3977,-133.1707,-32.2561,-32.9878,-44.72,71.09
30150,1.2661,0.4946,-0.1045,1.3633,-109.2683,-60.7317,-31.4634,-47.62,73.19
30160,0.9883,0.4458,-0.0366,1.0848,-45.0610,-70.6707,-29.6341,-47.62,73.19
30170,0.9556,0.1504,0.0903,0.9715,24.5122,-62.2561,-42.9878,-51.38,71.99
30180,1.1572,-0.0205,0.0527,1.1586,45.0610,-75.5488,-61.9512,-51.38,71.99
30190,1.1655,-0.0527,-0.1289,1.1738,17.9878,-122.6829,-76.2195,-55.66,49.18
30200,1.0063,0.1201,-0.1162,1.0201,-11.4634,-164.2683,-89.2073,-55.66,49.18
30210,1.0591,0.1440,-0.1904,1.0857,-20.6098,-196.1585,-105.1220,-59.59,58.37
30220,0.9971,0.0151,0.2100,1.0190,-7.2561,-211.6463,-99.7561,-59.59,58.37
30230,1.0444,-0.1377,0.6611,1.2437,18.7195,-186.5244,-99.0244,-61.02,51.52
30240,1.2690,-0.3271,0.7749,1.5225,15.6707,-174.0854,-107.8659,-61.02,51.52
30250,1.2383,-0.3228,0.8052,1.5119,-17.8659,-202.7439,-108.9634,-62.25,44.03
30260,1.0508,-0.2026,0.7178,1.2886,-55.2439,-231.9512,-109.0854,-62.25,44.03
30270,0.9932,0.0464,0.5854,1.1538,-80.6707,-236.2805,-122.3171,-64.09,39.35
30280,1.0425,0.2915,0.4434,1.1697,-94.5122,-236.0366,-133.3537,-64.09,39.35
30290,1.0845,0.4761,0.3237,1.2278,-96.8902,-238.8415,-134.2073,-66.03,40.12
30300,1.1274,0.5874,0.2461,1.2949,-88.7805,-236.0366,-132.9878,-66.03,40.12
30310,1.2666,0.6602,0.1289,1.4341,-67.8659,-218.7195,-129.0244,-67.60,43.39
30320,1.4810,0.8677,-0.2246,1.7311,-48.6585,-190.3049,-130.6707,-67.60,43.39
30330,1.6050,0.9790,-0.3804,1.9181,-41.6463,-161.8902,-129.1463,-67.98,49.80
30340,1.3184,0.8438,-0.4834,1.6382,-27.1951,-127.7439,-86.2195,-67.98,49.80
30350,0.6812,0.7905,-0.3867,1.1129,12.3780,-85.7927,-20.4268,-65.73,56.54
30360,0.2715,0.4399,-0.3257,0.6110,70.3049,-29.3293,21.6463,-65.73,56.54
30370,0.1567,-0.0459,-0.2080,0.2645,100.3049,24.0244,45.9756,-62.57,35.03
30380,0.2090,-0.2681,-0.1118,0.3578,86.0976,61.4024,65.7317,-62.57,35.03
30390,0.3730,-0.4014,-0.1709,0.5740,45.0000,82.0122,84.2073,-59.63,20.63
30400,0.4146,-0.3247,-0.2266,0.5733,-2.2561,94.5122,105.0610,-59.63,20.63
30410,0.3149,-0.0713,-0.2280,0.3953,-38.2317,110.9146,127.5000,-57.95,1.96
30420,0.2153,0.1411,-0.1577,0.3019,-54.5122,134.0244,147.4390,-57.95,1.96
30430,0.2515,0.2441,-0.0830,0.3602,-50.2439,165.0610,163.5366,-55.10,12.19
30440,0.3818,0.2412,-0.0298,0.4526,-38.0488,195.0610,177.9878,-55.10,12.19
30450,0.5156,0.1465,-0.0000,0.5360,-30.7927,217.0122,192.6219,-55.05,19.69
30460,0.6230,0.0566,0.0205,0.6260,-32.7439,234.5732,204.7561,-55.05,19.69
30470,0.6782,0.0205,0.0513,0.6805,-40.2439,249.2073,212.2561,-55.84,19.54
30480,0.7515,0.0303,0.1064,0.7596,-52.1951,262.6219,214.6342,-55.84,19.54
30490,0.9155,0.0596,0.0728,0.9203,-70.0000,271.2805,212.8659,-56.22,20.89
30500,1.0581,0.1694,-0.0195,1.0718,-94.2073,266.9512,208.2317,-56.22,20.89
30510,1.0933,0.3135,-0.2305,1.1604,-123.5976,246.5854,207.5610,-55.42,30.32
30520,0.9775,0.4922,-0.4292,1.1756,-147.1342,221.3415,210.9146,-55.42,30.32
30530,0.8042,0.7007,-0.5669,1.2079,-152.0732,206.5854,209.7561,-52.20,38.82
30540,0.7339,0.8345,-0.7314,1.3304,-140.1219,204.5732,201.0366,-52.20,38.82
